x       y       velocity      desired_vel     vel_output      heading    crosstrack_error   steer_angle
0 0 0.194 0 0 0 0 0
0 0 0.19 0 0 0 0 0
0 0 0.191 0 0 0 0 0
0 0 0.192 0 0 0 0 0
0 0 0.194 0 0 0 0 0
0 0 0.195 0 0 0 0 0
0 0 0.196 0 0 0 0 0
0 0 0.198 0 0 0 0 0
0 0 0.2 0 0 0 0 0
0 0 0.202 0 0 0 0 0
0 0 0.202 0 0 0 0 0
0 0 0.203 0 0 0 0 0
0 0 0.203 0 0 0 0 0
0 0 0.203 0 0 0 0 0
0 0 0.205 0 0 0 0 0
0 0 0.205 0 0 0 0 0
0 0 0.206 0 0 0 0 0
0 0 0.206 0 0 0 0 0
0 0 0.205 0 0 0 0 0
0 0 0.203 0 0 0 0 0
0 0 0.204 0 0 0 0 0
0 0 0.203 0 0 0 0 0
0 0 0.203 0 0 0 0 0
0 0 0.203 0 0 0 0 0
0 0 0.204 0 0 0 0 0
0 0 0.204 0 0 0 0 0
0 0 0.202 0 0 0 0 0
0 0 0.201 0 0 0 0 0
0 0 0.199 0 0 0 0 0
0 0 0.199 0 0 0 0 0
0 0 0.194 0 0 0 0 0
0 0 0.192 0 0 0 0 0
0 0 0.188 0 0 0 0 0
0 0 0.185 0 0 0 0 0
0 0 0.184 0 0 0 0 0
0 0 0.184 0 0 0 0 0
0 0 0.183 0 0 0 0 0
0 0 0.182 0 0 0 0 0
0 0 0.183 0 0 0 0 0
0 0 0.184 0 0 0 0 0
0 0 0.187 0 0 0 0 0
0 0 0.188 0 0 0 0 0
0 0 0.189 0 0 0 0 0
0 0 0.19 0 0 0 0 0
0 0 0.192 0 0 0 0 0
0 0 0.192 0 0 0 0 0
0 0 0.194 0 0 0 0 0
0 0 0.194 0 0 0 0 0
0 0 0.195 0 0 0 0 0
0 0 0.194 0 0 0 0 0
0 0 0.195 0 0 0 0 0
0 0 0.196 0 0 0 0 0
0 0 0.198 0 0 0 0 0
0 0 0.198 0 0 0 0 0
0 0 0.197 0 0 0 0 0
0 0 0.196 0 0 0 0 0
0 0 0.196 0 0 0 0 0
0 0 0.194 0 0 0 0 0
0 0 0.193 0 0 0 0 0
0 0 0.193 0 0 0 0 0
0 0 0.193 0 0 0 0 0
0 0 0.188 0 0 0 0 0
0 0 0.183 0 0 0 0 0
0 0 0.183 0 0 0 0 0
0 0 0.185 0 0 0 0 0
0 0 0.186 0 0 0 0 0
0 0 0.188 0 0 0 0 0
0 0 0.187 0 0 0 0 0
0 0 0.186 0 0 0 0 0
0 0 0.188 0 0 0 0 0
0 0 0.192 0 0 0 0 0
0 0 0.194 0 0 0 0 0
0 0 0.197 0 0 0 0 0
0 0 0.195 0 0 0 0 0
0 0 0.19 0 0 0 0 0
0 0 0.189 0 0 0 0 0
0 0 0.19 0 0 0 0 0
0 0 0.194 0 0 0 0 0
0 0 0.193 0 0 0 0 0
0 0 0.191 0 0 0 0 0
0 0 0.192 0 0 0 0 0
0 0 0.195 0 0 0 0 0
0 0 0.197 0 0 0 0 0
0 0 0.198 0 0 0 0 0
0 0 0.198 0 0 0 0 0
